Image,Prediction_for_spring,Prediction_for_summer,Prediction_for_autumn,Prediction_for_winter
/mnt/lake/VBags/140106/frame0127.jpg,0.1251,0.068,0.003897,0.803
/mnt/lake/VBags/140106/frame0008.jpg,0.1469,0.0824,0.0009594,0.7695
/mnt/lake/VBags/140106/frame0038.jpg,0.0923,0.1451,0.001885,0.7607
/mnt/lake/VBags/140106/frame0018.jpg,0.1407,0.1204,0.001042,0.738
/mnt/lake/VBags/140106/frame0034.jpg,0.1192,0.1483,0.00215,0.7305
/mnt/lake/VBags/140106/frame0035.jpg,0.1533,0.11395,0.0011,0.7314
/mnt/lake/VBags/140106/frame0128.jpg,0.1193,0.129,0.009346,0.742
/mnt/lake/VBags/140106/frame0009.jpg,0.1572,0.115,0.0009346,0.727
/mnt/lake/VBags/140106/frame0013.jpg,0.1357,0.1276,0.002605,0.734
/mnt/lake/VBags/140106/frame0036.jpg,0.1501,0.1324,0.001094,0.7163
/mnt/lake/VBags/140106/frame0161.jpg,0.65,0.08264,0.00871,0.2585
/mnt/lake/VBags/140106/frame0276.jpg,0.2415,0.0931,0.00936,0.6562
/mnt/lake/VBags/140106/frame0368.jpg,0.5015,0.03012,0.004272,0.4639
/mnt/lake/VBags/140106/frame0285.jpg,0.5244,0.05115,0.009315,0.415
/mnt/lake/VBags/140106/frame0317.jpg,0.175,0.03726,0.003157,0.7847
/mnt/lake/VBags/140106/frame0330.jpg,0.4805,0.06604,0.002367,0.4512
/mnt/lake/VBags/140106/frame0371.jpg,0.511,0.0725,0.005768,0.4106
/mnt/lake/VBags/140106/frame0338.jpg,0.5005,0.1066,0.00875,0.384
/mnt/lake/VBags/140106/frame0294.jpg,0.5215,0.098,0.004658,0.3757
/mnt/lake/VBags/140106/frame0301.jpg,0.1886,0.0964,0.003098,0.712
/mnt/lake/VBags/140106/frame0259.jpg,0.1414,0.6953,0.005566,0.1576
/mnt/lake/VBags/140106/frame0349.jpg,0.516,0.0897,0.00426,0.3896
/mnt/lake/VBags/140106/frame0325.jpg,0.5654,0.06052,0.00331,0.3708
/mnt/lake/VBags/140106/frame0358.jpg,0.433,0.1078,0.00545,0.4539
/mnt/lake/VBags/140106/frame0321.jpg,0.4414,0.0698,0.00388,0.4849
/mnt/lake/VBags/140106/frame0360.jpg,0.4883,0.03708,0.001415,0.4731
/mnt/lake/VBags/140106/frame0350.jpg,0.3074,0.11664,0.002007,0.574
/mnt/lake/VBags/140106/frame0385.jpg,0.4106,0.1293,0.001787,0.4583
/mnt/lake/VBags/140106/frame0327.jpg,0.378,0.07556,0.00539,0.541
/mnt/lake/VBags/140106/frame0322.jpg,0.4783,0.05365,0.004616,0.4636
/mnt/lake/VBags/140106/frame0081.jpg,0.22,0.0447,0.002642,0.733
/mnt/lake/VBags/140106/frame0076.jpg,0.3672,0.04456,0.01042,0.5776
/mnt/lake/VBags/140106/frame0156.jpg,0.5605,0.07947,0.003777,0.3562
/mnt/lake/VBags/140106/frame0273.jpg,0.3552,0.02826,0.002628,0.614
/mnt/lake/VBags/140106/frame0079.jpg,0.4583,0.0348,0.003445,0.5034
/mnt/lake/VBags/140106/frame0155.jpg,0.6743,0.04114,0.00365,0.281
/mnt/lake/VBags/140106/frame0141.jpg,0.6587,0.07745,0.0057,0.258
/mnt/lake/VBags/140106/frame0154.jpg,0.4126,0.02187,0.001713,0.564
/mnt/lake/VBags/140106/frame0084.jpg,0.5864,0.0858,0.004013,0.3237
/mnt/lake/VBags/140106/frame0113.jpg,0.536,0.0835,0.006145,0.3743
/mnt/lake/VBags/140117/frame0055.jpg,0.2969,0.092,0.01151,0.5996
